feature	gain	feature_set	model	repeat	fold
HALLMARK_ALLOGRAFT_REJECTION	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_Inflammatory	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_IIIC	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_IIIB	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_IIIA	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_IIB	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_IIA	0.0	clinical_plus_bi	xgboost	1	4
clinical_ajcc_stage_I	0.0	clinical_plus_bi	xgboost	1	4
clinical_nodal_status_N3	0.0	clinical_plus_bi	xgboost	1	4
clinical_nodal_status_N2	0.0	clinical_plus_bi	xgboost	1	4
clinical_nodal_status_N1	0.0	clinical_plus_bi	xgboost	1	4
clinical_t_stage_T3	0.0	clinical_plus_bi	xgboost	1	4
HALLMARK_INFLAMMATORY_RESPONSE	0.0	clinical_plus_bi	xgboost	1	4
ANGIOGENESIS	0.0	clinical_plus_bi	xgboost	1	4
clinical_t_stage_T2	0.0	clinical_plus_bi	xgboost	1	4
clinical_t_stage_T1	0.0	clinical_plus_bi	xgboost	1	4
clinical_t_stage_T0	0.0	clinical_plus_bi	xgboost	1	4
grade_Indeterminate	0.0	clinical_plus_bi	xgboost	1	4
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0	clinical_plus_bi	xgboost	1	4
grade_2	0.0	clinical_plus_bi	xgboost	1	4
grade_1	0.0	clinical_plus_bi	xgboost	1	4
HALLMARK_E2F_TARGETS	0.0	clinical_plus_bi	xgboost	1	4
activation	0.0	clinical_plus_bi	xgboost	1	4
HALLMARK_APICAL_JUNCTION	0.0	clinical_plus_bi	xgboost	1	4
HALLMARK_BILE_ACID_METABOLISM	0.0	clinical_plus_bi	xgboost	1	4
grade_3	0.05290379	clinical_plus_bi	xgboost	1	5
er_status_ihc_esr1_for indeterminate_N	0.04817894	clinical_plus_bi	xgboost	1	5
HALLMARK_MITOTIC_SPINDLE	0.033801954	clinical_plus_bi	xgboost	1	5
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.027738653	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_IIIA	0.026835194	clinical_plus_bi	xgboost	1	5
ANGIOGENESIS	0.026550487	clinical_plus_bi	xgboost	1	5
er_status_ihc_esr1_for indeterminate_P	0.023391027	clinical_plus_bi	xgboost	1	5
HALLMARK_UV_RESPONSE_UP	0.021659046	clinical_plus_bi	xgboost	1	5
clinical_nodal_status_N2	0.021232853	clinical_plus_bi	xgboost	1	5
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.020757282	clinical_plus_bi	xgboost	1	5
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.02067754	clinical_plus_bi	xgboost	1	5
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0193693	clinical_plus_bi	xgboost	1	5
HALLMARK_G2M_CHECKPOINT	0.017555816	clinical_plus_bi	xgboost	1	5
HALLMARK_NOTCH_SIGNALING	0.016874509	clinical_plus_bi	xgboost	1	5
HALLMARK_XENOBIOTIC_METABOLISM	0.016562846	clinical_plus_bi	xgboost	1	5
HALLMARK_ESTROGEN_RESPONSE_LATE	0.015831726	clinical_plus_bi	xgboost	1	5
HALLMARK_HYPOXIA	0.015721304	clinical_plus_bi	xgboost	1	5
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.015523238	clinical_plus_bi	xgboost	1	5
HALLMARK_E2F_TARGETS	0.015342021	clinical_plus_bi	xgboost	1	5
HALLMARK_PANCREAS_BETA_CELLS	0.0148704	clinical_plus_bi	xgboost	1	5
HALLMARK_PROTEIN_SECRETION	0.014736703	clinical_plus_bi	xgboost	1	5
immune_balance_ratio	0.014425214	clinical_plus_bi	xgboost	1	5
activation	0.013924148	clinical_plus_bi	xgboost	1	5
ANTIGEN_PRESENTATION	0.013894192	clinical_plus_bi	xgboost	1	5
suppression	0.013517147	clinical_plus_bi	xgboost	1	5
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.013464767	clinical_plus_bi	xgboost	1	5
CD8_NK	0.013209774	clinical_plus_bi	xgboost	1	5
clinical_nodal_status_N3	0.012842583	clinical_plus_bi	xgboost	1	5
HALLMARK_MTORC1_SIGNALING	0.012629705	clinical_plus_bi	xgboost	1	5
HYPOXIA	0.012347404	clinical_plus_bi	xgboost	1	5
HALLMARK_HEDGEHOG_SIGNALING	0.012189671	clinical_plus_bi	xgboost	1	5
TGF_BETA_SIGNALING	0.012104244	clinical_plus_bi	xgboost	1	5
HALLMARK_APOPTOSIS	0.011997588	clinical_plus_bi	xgboost	1	5
HALLMARK_ANGIOGENESIS	0.011359515	clinical_plus_bi	xgboost	1	5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.011348226	clinical_plus_bi	xgboost	1	5
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.011220724	clinical_plus_bi	xgboost	1	5
HALLMARK_ADIPOGENESIS	0.011158214	clinical_plus_bi	xgboost	1	5
IFNG_RESPONSE	0.010939148	clinical_plus_bi	xgboost	1	5
TREG_MYELOID_SUPPRESSION	0.010849536	clinical_plus_bi	xgboost	1	5
HALLMARK_HEME_METABOLISM	0.010607859	clinical_plus_bi	xgboost	1	5
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0105352225	clinical_plus_bi	xgboost	1	5
HALLMARK_IL2_STAT5_SIGNALING	0.010324559	clinical_plus_bi	xgboost	1	5
HALLMARK_APICAL_SURFACE	0.010146005	clinical_plus_bi	xgboost	1	5
HALLMARK_COMPLEMENT	0.010104379	clinical_plus_bi	xgboost	1	5
HALLMARK_MYC_TARGETS_V1	0.010097416	clinical_plus_bi	xgboost	1	5
age_years	0.00996074	clinical_plus_bi	xgboost	1	5
HALLMARK_P53_PATHWAY	0.009776037	clinical_plus_bi	xgboost	1	5
HALLMARK_ALLOGRAFT_REJECTION	0.009626301	clinical_plus_bi	xgboost	1	5
HALLMARK_GLYCOLYSIS	0.009549169	clinical_plus_bi	xgboost	1	5
HALLMARK_PEROXISOME	0.009297043	clinical_plus_bi	xgboost	1	5
HALLMARK_MYOGENESIS	0.009207277	clinical_plus_bi	xgboost	1	5
HALLMARK_DNA_REPAIR	0.009174452	clinical_plus_bi	xgboost	1	5
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.009117924	clinical_plus_bi	xgboost	1	5
HALLMARK_BILE_ACID_METABOLISM	0.00907193	clinical_plus_bi	xgboost	1	5
HALLMARK_SPERMATOGENESIS	0.008936841	clinical_plus_bi	xgboost	1	5
ECM_REMODELING	0.008884892	clinical_plus_bi	xgboost	1	5
clinical_nodal_status_N1	0.00887312	clinical_plus_bi	xgboost	1	5
HALLMARK_TGF_BETA_SIGNALING	0.008731906	clinical_plus_bi	xgboost	1	5
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.00869929	clinical_plus_bi	xgboost	1	5
HALLMARK_ANDROGEN_RESPONSE	0.008337765	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_IIIB	0.008276827	clinical_plus_bi	xgboost	1	5
EMT	0.008249463	clinical_plus_bi	xgboost	1	5
HALLMARK_COAGULATION	0.008221107	clinical_plus_bi	xgboost	1	5
HALLMARK_FATTY_ACID_METABOLISM	0.0077111777	clinical_plus_bi	xgboost	1	5
HALLMARK_MYC_TARGETS_V2	0.0074161775	clinical_plus_bi	xgboost	1	5
T_CELL_INFLAMED	0.0073994542	clinical_plus_bi	xgboost	1	5
clinical_t_stage_T3	0.00739579	clinical_plus_bi	xgboost	1	5
HALLMARK_APICAL_JUNCTION	0.006534294	clinical_plus_bi	xgboost	1	5
HALLMARK_UV_RESPONSE_DN	0.006399893	clinical_plus_bi	xgboost	1	5
HALLMARK_INFLAMMATORY_RESPONSE	0.005648488	clinical_plus_bi	xgboost	1	5
HALLMARK_KRAS_SIGNALING_DN	0.005619724	clinical_plus_bi	xgboost	1	5
immune_balance_index	0.0048853015	clinical_plus_bi	xgboost	1	5
CYTOLYTIC_ACTIVITY	0.0041650883	clinical_plus_bi	xgboost	1	5
HALLMARK_KRAS_SIGNALING_UP	0.0019027501	clinical_plus_bi	xgboost	1	5
clinical_nodal_status_N0	0.00092908356	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_IIB	0.00040843847	clinical_plus_bi	xgboost	1	5
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00024038539	clinical_plus_bi	xgboost	1	5
clinical_t_stage_T4	0.0	clinical_plus_bi	xgboost	1	5
clinical_t_stage_T2	0.0	clinical_plus_bi	xgboost	1	5
grade_1	0.0	clinical_plus_bi	xgboost	1	5
clinical_t_stage_T1	0.0	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_I	0.0	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_IIA	0.0	clinical_plus_bi	xgboost	1	5
clinical_t_stage_T0	0.0	clinical_plus_bi	xgboost	1	5
grade_Indeterminate	0.0	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_IIIC	0.0	clinical_plus_bi	xgboost	1	5
clinical_ajcc_stage_Inflammatory	0.0	clinical_plus_bi	xgboost	1	5
grade_2	0.0	clinical_plus_bi	xgboost	1	5
er_status_ihc_esr1_for indeterminate_N	0.1243283	clinical_plus_bi	xgboost	2	1
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.032177366	clinical_plus_bi	xgboost	2	1
HALLMARK_MITOTIC_SPINDLE	0.02981815	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_IIIA	0.027310433	clinical_plus_bi	xgboost	2	1
HALLMARK_MTORC1_SIGNALING	0.02246146	clinical_plus_bi	xgboost	2	1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.022009145	clinical_plus_bi	xgboost	2	1
HALLMARK_SPERMATOGENESIS	0.022008374	clinical_plus_bi	xgboost	2	1
HALLMARK_G2M_CHECKPOINT	0.020281581	clinical_plus_bi	xgboost	2	1
HALLMARK_DNA_REPAIR	0.018793795	clinical_plus_bi	xgboost	2	1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.017806087	clinical_plus_bi	xgboost	2	1
HALLMARK_UV_RESPONSE_UP	0.017588606	clinical_plus_bi	xgboost	2	1
HYPOXIA	0.016932998	clinical_plus_bi	xgboost	2	1
HALLMARK_COMPLEMENT	0.016672682	clinical_plus_bi	xgboost	2	1
clinical_t_stage_T4	0.015964491	clinical_plus_bi	xgboost	2	1
grade_3	0.015847811	clinical_plus_bi	xgboost	2	1
HALLMARK_XENOBIOTIC_METABOLISM	0.015305204	clinical_plus_bi	xgboost	2	1
activation	0.015171162	clinical_plus_bi	xgboost	2	1
HALLMARK_E2F_TARGETS	0.014763899	clinical_plus_bi	xgboost	2	1
HALLMARK_MYC_TARGETS_V1	0.014338014	clinical_plus_bi	xgboost	2	1
HALLMARK_GLYCOLYSIS	0.013877156	clinical_plus_bi	xgboost	2	1
HALLMARK_KRAS_SIGNALING_DN	0.013778605	clinical_plus_bi	xgboost	2	1
HALLMARK_APICAL_SURFACE	0.013610541	clinical_plus_bi	xgboost	2	1
HALLMARK_PROTEIN_SECRETION	0.013252077	clinical_plus_bi	xgboost	2	1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.01323916	clinical_plus_bi	xgboost	2	1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.012969229	clinical_plus_bi	xgboost	2	1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.012881723	clinical_plus_bi	xgboost	2	1
T_CELL_INFLAMED	0.012852392	clinical_plus_bi	xgboost	2	1
HALLMARK_IL2_STAT5_SIGNALING	0.01283357	clinical_plus_bi	xgboost	2	1
TREG_MYELOID_SUPPRESSION	0.012578939	clinical_plus_bi	xgboost	2	1
HALLMARK_INFLAMMATORY_RESPONSE	0.01212173	clinical_plus_bi	xgboost	2	1
age_years	0.01184803	clinical_plus_bi	xgboost	2	1
HALLMARK_ANGIOGENESIS	0.011800869	clinical_plus_bi	xgboost	2	1
CYTOLYTIC_ACTIVITY	0.011359009	clinical_plus_bi	xgboost	2	1
HALLMARK_PEROXISOME	0.010945115	clinical_plus_bi	xgboost	2	1
HALLMARK_TGF_BETA_SIGNALING	0.0108159715	clinical_plus_bi	xgboost	2	1
HALLMARK_APICAL_JUNCTION	0.010765338	clinical_plus_bi	xgboost	2	1
grade_2	0.010611075	clinical_plus_bi	xgboost	2	1
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.010535364	clinical_plus_bi	xgboost	2	1
clinical_nodal_status_N0	0.010383676	clinical_plus_bi	xgboost	2	1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.010316544	clinical_plus_bi	xgboost	2	1
immune_balance_index	0.010240166	clinical_plus_bi	xgboost	2	1
HALLMARK_ESTROGEN_RESPONSE_LATE	0.010217812	clinical_plus_bi	xgboost	2	1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.01009753	clinical_plus_bi	xgboost	2	1
HALLMARK_MYC_TARGETS_V2	0.010076312	clinical_plus_bi	xgboost	2	1
HALLMARK_HEDGEHOG_SIGNALING	0.010006014	clinical_plus_bi	xgboost	2	1
HALLMARK_NOTCH_SIGNALING	0.009597178	clinical_plus_bi	xgboost	2	1
HALLMARK_HEME_METABOLISM	0.009544107	clinical_plus_bi	xgboost	2	1
TGF_BETA_SIGNALING	0.009476882	clinical_plus_bi	xgboost	2	1
ANTIGEN_PRESENTATION	0.0094612	clinical_plus_bi	xgboost	2	1
suppression	0.009254797	clinical_plus_bi	xgboost	2	1
HALLMARK_UV_RESPONSE_DN	0.00924569	clinical_plus_bi	xgboost	2	1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.009237112	clinical_plus_bi	xgboost	2	1
HALLMARK_APOPTOSIS	0.009173366	clinical_plus_bi	xgboost	2	1
HALLMARK_P53_PATHWAY	0.009010807	clinical_plus_bi	xgboost	2	1
HALLMARK_COAGULATION	0.00893905	clinical_plus_bi	xgboost	2	1
HALLMARK_ANDROGEN_RESPONSE	0.008880301	clinical_plus_bi	xgboost	2	1
HALLMARK_PANCREAS_BETA_CELLS	0.008775688	clinical_plus_bi	xgboost	2	1
EMT	0.008595711	clinical_plus_bi	xgboost	2	1
ECM_REMODELING	0.00830178	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_IIB	0.008121253	clinical_plus_bi	xgboost	2	1
HALLMARK_BILE_ACID_METABOLISM	0.007975118	clinical_plus_bi	xgboost	2	1
HALLMARK_MYOGENESIS	0.007843684	clinical_plus_bi	xgboost	2	1
IFNG_RESPONSE	0.007727858	clinical_plus_bi	xgboost	2	1
HALLMARK_HYPOXIA	0.007346873	clinical_plus_bi	xgboost	2	1
immune_balance_ratio	0.0070319637	clinical_plus_bi	xgboost	2	1
HALLMARK_KRAS_SIGNALING_UP	0.005796842	clinical_plus_bi	xgboost	2	1
HALLMARK_ADIPOGENESIS	0.0055669113	clinical_plus_bi	xgboost	2	1
HALLMARK_FATTY_ACID_METABOLISM	0.005384862	clinical_plus_bi	xgboost	2	1
CD8_NK	0.0048124865	clinical_plus_bi	xgboost	2	1
HALLMARK_ALLOGRAFT_REJECTION	0.0047616875	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_IIA	0.0047568604	clinical_plus_bi	xgboost	2	1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0036695378	clinical_plus_bi	xgboost	2	1
clinical_nodal_status_N1	0.003132855	clinical_plus_bi	xgboost	2	1
ANGIOGENESIS	0.0029032868	clinical_plus_bi	xgboost	2	1
clinical_t_stage_T3	0.0020807523	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_IIIB	0.0	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_IIIC	0.0	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_Inflammatory	0.0	clinical_plus_bi	xgboost	2	1
clinical_ajcc_stage_I	0.0	clinical_plus_bi	xgboost	2	1
clinical_t_stage_T0	0.0	clinical_plus_bi	xgboost	2	1
clinical_nodal_status_N3	0.0	clinical_plus_bi	xgboost	2	1
clinical_nodal_status_N2	0.0	clinical_plus_bi	xgboost	2	1
clinical_t_stage_T2	0.0	clinical_plus_bi	xgboost	2	1
clinical_t_stage_T1	0.0	clinical_plus_bi	xgboost	2	1
grade_Indeterminate	0.0	clinical_plus_bi	xgboost	2	1
grade_1	0.0	clinical_plus_bi	xgboost	2	1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0	clinical_plus_bi	xgboost	2	1
er_status_ihc_esr1_for indeterminate_P	0.0	clinical_plus_bi	xgboost	2	1
HALLMARK_MITOTIC_SPINDLE	0.061254125	clinical_plus_bi	xgboost	2	2
HALLMARK_HYPOXIA	0.044538956	clinical_plus_bi	xgboost	2	2
er_status_ihc_esr1_for indeterminate_N	0.04082231	clinical_plus_bi	xgboost	2	2
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.032402508	clinical_plus_bi	xgboost	2	2
HALLMARK_COMPLEMENT	0.028508296	clinical_plus_bi	xgboost	2	2
HALLMARK_MYC_TARGETS_V1	0.02843222	clinical_plus_bi	xgboost	2	2
HALLMARK_UV_RESPONSE_UP	0.024254628	clinical_plus_bi	xgboost	2	2
HALLMARK_ANDROGEN_RESPONSE	0.023395166	clinical_plus_bi	xgboost	2	2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.021511165	clinical_plus_bi	xgboost	2	2
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.020901415	clinical_plus_bi	xgboost	2	2
HALLMARK_MYC_TARGETS_V2	0.020839259	clinical_plus_bi	xgboost	2	2
HYPOXIA	0.020688128	clinical_plus_bi	xgboost	2	2
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.020400675	clinical_plus_bi	xgboost	2	2
HALLMARK_ESTROGEN_RESPONSE_LATE	0.02018045	clinical_plus_bi	xgboost	2	2
HALLMARK_MTORC1_SIGNALING	0.019365534	clinical_plus_bi	xgboost	2	2
HALLMARK_BILE_ACID_METABOLISM	0.018161524	clinical_plus_bi	xgboost	2	2
HALLMARK_NOTCH_SIGNALING	0.017812585	clinical_plus_bi	xgboost	2	2
immune_balance_ratio	0.017496461	clinical_plus_bi	xgboost	2	2
CYTOLYTIC_ACTIVITY	0.017345835	clinical_plus_bi	xgboost	2	2
suppression	0.016768502	clinical_plus_bi	xgboost	2	2
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.01664913	clinical_plus_bi	xgboost	2	2
immune_balance_index	0.01662819	clinical_plus_bi	xgboost	2	2
grade_3	0.01614801	clinical_plus_bi	xgboost	2	2
HALLMARK_HEDGEHOG_SIGNALING	0.015955519	clinical_plus_bi	xgboost	2	2
TREG_MYELOID_SUPPRESSION	0.015777111	clinical_plus_bi	xgboost	2	2
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.015580372	clinical_plus_bi	xgboost	2	2
HALLMARK_UV_RESPONSE_DN	0.015519333	clinical_plus_bi	xgboost	2	2
HALLMARK_ANGIOGENESIS	0.015511922	clinical_plus_bi	xgboost	2	2
ANTIGEN_PRESENTATION	0.015357162	clinical_plus_bi	xgboost	2	2
age_years	0.014907713	clinical_plus_bi	xgboost	2	2
EMT	0.014760272	clinical_plus_bi	xgboost	2	2
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.014578065	clinical_plus_bi	xgboost	2	2
IFNG_RESPONSE	0.01423301	clinical_plus_bi	xgboost	2	2
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.014109618	clinical_plus_bi	xgboost	2	2
HALLMARK_PANCREAS_BETA_CELLS	0.013966261	clinical_plus_bi	xgboost	2	2
HALLMARK_PEROXISOME	0.013378506	clinical_plus_bi	xgboost	2	2
HALLMARK_FATTY_ACID_METABOLISM	0.013323541	clinical_plus_bi	xgboost	2	2
HALLMARK_XENOBIOTIC_METABOLISM	0.013204882	clinical_plus_bi	xgboost	2	2
HALLMARK_P53_PATHWAY	0.013052116	clinical_plus_bi	xgboost	2	2
HALLMARK_APICAL_SURFACE	0.012639112	clinical_plus_bi	xgboost	2	2
CD8_NK	0.012302673	clinical_plus_bi	xgboost	2	2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.012262476	clinical_plus_bi	xgboost	2	2
ECM_REMODELING	0.012168613	clinical_plus_bi	xgboost	2	2
HALLMARK_GLYCOLYSIS	0.012147729	clinical_plus_bi	xgboost	2	2
HALLMARK_E2F_TARGETS	0.012073411	clinical_plus_bi	xgboost	2	2
HALLMARK_HEME_METABOLISM	0.011775524	clinical_plus_bi	xgboost	2	2
HALLMARK_KRAS_SIGNALING_DN	0.011744373	clinical_plus_bi	xgboost	2	2
HALLMARK_PROTEIN_SECRETION	0.011646689	clinical_plus_bi	xgboost	2	2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.011081322	clinical_plus_bi	xgboost	2	2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.009623424	clinical_plus_bi	xgboost	2	2
ANGIOGENESIS	0.009545118	clinical_plus_bi	xgboost	2	2
HALLMARK_APOPTOSIS	0.009543905	clinical_plus_bi	xgboost	2	2
HALLMARK_IL2_STAT5_SIGNALING	0.009435229	clinical_plus_bi	xgboost	2	2
HALLMARK_ADIPOGENESIS	0.009416324	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_I	0.0089213615	clinical_plus_bi	xgboost	2	2
HALLMARK_APICAL_JUNCTION	0.008843223	clinical_plus_bi	xgboost	2	2
HALLMARK_TGF_BETA_SIGNALING	0.008284396	clinical_plus_bi	xgboost	2	2
HALLMARK_DNA_REPAIR	0.006000547	clinical_plus_bi	xgboost	2	2
HALLMARK_ALLOGRAFT_REJECTION	0.0028241123	clinical_plus_bi	xgboost	2	2
HALLMARK_SPERMATOGENESIS	0.0	clinical_plus_bi	xgboost	2	2
clinical_t_stage_T3	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_Inflammatory	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_IIIC	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_IIIB	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_IIIA	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_IIB	0.0	clinical_plus_bi	xgboost	2	2
clinical_ajcc_stage_IIA	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_COAGULATION	0.0	clinical_plus_bi	xgboost	2	2
clinical_nodal_status_N3	0.0	clinical_plus_bi	xgboost	2	2
clinical_nodal_status_N2	0.0	clinical_plus_bi	xgboost	2	2
clinical_nodal_status_N1	0.0	clinical_plus_bi	xgboost	2	2
clinical_nodal_status_N0	0.0	clinical_plus_bi	xgboost	2	2
clinical_t_stage_T4	0.0	clinical_plus_bi	xgboost	2	2
clinical_t_stage_T2	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_MYOGENESIS	0.0	clinical_plus_bi	xgboost	2	2
clinical_t_stage_T1	0.0	clinical_plus_bi	xgboost	2	2
clinical_t_stage_T0	0.0	clinical_plus_bi	xgboost	2	2
grade_Indeterminate	0.0	clinical_plus_bi	xgboost	2	2
grade_2	0.0	clinical_plus_bi	xgboost	2	2
grade_1	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_G2M_CHECKPOINT	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_INFLAMMATORY_RESPONSE	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.0	clinical_plus_bi	xgboost	2	2
activation	0.0	clinical_plus_bi	xgboost	2	2
HALLMARK_KRAS_SIGNALING_UP	0.0	clinical_plus_bi	xgboost	2	2
TGF_BETA_SIGNALING	0.0	clinical_plus_bi	xgboost	2	2
T_CELL_INFLAMED	0.0	clinical_plus_bi	xgboost	2	2
er_status_ihc_esr1_for indeterminate_P	0.0	clinical_plus_bi	xgboost	2	2
er_status_ihc_esr1_for indeterminate_P	0.078219235	clinical_plus_bi	xgboost	2	3
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.06095184	clinical_plus_bi	xgboost	2	3
er_status_ihc_esr1_for indeterminate_N	0.05145344	clinical_plus_bi	xgboost	2	3
HALLMARK_MTORC1_SIGNALING	0.032242753	clinical_plus_bi	xgboost	2	3
grade_3	0.02996629	clinical_plus_bi	xgboost	2	3
HALLMARK_MYC_TARGETS_V1	0.029198555	clinical_plus_bi	xgboost	2	3
HALLMARK_G2M_CHECKPOINT	0.025009641	clinical_plus_bi	xgboost	2	3
HALLMARK_MITOTIC_SPINDLE	0.024573203	clinical_plus_bi	xgboost	2	3
HALLMARK_UV_RESPONSE_UP	0.024174334	clinical_plus_bi	xgboost	2	3
HYPOXIA	0.02029399	clinical_plus_bi	xgboost	2	3
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.018446848	clinical_plus_bi	xgboost	2	3
IFNG_RESPONSE	0.018230189	clinical_plus_bi	xgboost	2	3
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.016252674	clinical_plus_bi	xgboost	2	3
HALLMARK_BILE_ACID_METABOLISM	0.015542391	clinical_plus_bi	xgboost	2	3
CYTOLYTIC_ACTIVITY	0.015369605	clinical_plus_bi	xgboost	2	3
HALLMARK_PEROXISOME	0.015169952	clinical_plus_bi	xgboost	2	3
HALLMARK_SPERMATOGENESIS	0.015023286	clinical_plus_bi	xgboost	2	3
clinical_t_stage_T4	0.014644316	clinical_plus_bi	xgboost	2	3
HALLMARK_HYPOXIA	0.014316799	clinical_plus_bi	xgboost	2	3
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.014237938	clinical_plus_bi	xgboost	2	3
HALLMARK_NOTCH_SIGNALING	0.014189933	clinical_plus_bi	xgboost	2	3
immune_balance_index	0.013460655	clinical_plus_bi	xgboost	2	3
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.013351519	clinical_plus_bi	xgboost	2	3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.013304888	clinical_plus_bi	xgboost	2	3
HALLMARK_APOPTOSIS	0.013289042	clinical_plus_bi	xgboost	2	3
HALLMARK_E2F_TARGETS	0.01327603	clinical_plus_bi	xgboost	2	3
age_years	0.013251098	clinical_plus_bi	xgboost	2	3
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.013211701	clinical_plus_bi	xgboost	2	3
HALLMARK_GLYCOLYSIS	0.013107489	clinical_plus_bi	xgboost	2	3
HALLMARK_ADIPOGENESIS	0.012912316	clinical_plus_bi	xgboost	2	3
HALLMARK_ANDROGEN_RESPONSE	0.012539173	clinical_plus_bi	xgboost	2	3
TREG_MYELOID_SUPPRESSION	0.011757694	clinical_plus_bi	xgboost	2	3
HALLMARK_COAGULATION	0.011617682	clinical_plus_bi	xgboost	2	3
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.011395694	clinical_plus_bi	xgboost	2	3
HALLMARK_APICAL_JUNCTION	0.011371939	clinical_plus_bi	xgboost	2	3
HALLMARK_IL2_STAT5_SIGNALING	0.011364497	clinical_plus_bi	xgboost	2	3
suppression	0.011184856	clinical_plus_bi	xgboost	2	3
HALLMARK_P53_PATHWAY	0.0110158995	clinical_plus_bi	xgboost	2	3
HALLMARK_HEDGEHOG_SIGNALING	0.010861383	clinical_plus_bi	xgboost	2	3
HALLMARK_XENOBIOTIC_METABOLISM	0.010851028	clinical_plus_bi	xgboost	2	3
HALLMARK_TGF_BETA_SIGNALING	0.0106126	clinical_plus_bi	xgboost	2	3
HALLMARK_DNA_REPAIR	0.010339957	clinical_plus_bi	xgboost	2	3
