feature	gain	feature_set	model	repeat	fold
HALLMARK_MYC_TARGETS_V1	0.09999282	gene_pathway	pasnet	3	1
HALLMARK_COMPLEMENT	0.09792879	gene_pathway	pasnet	3	1
ANGIOGENESIS	0.09771678	gene_pathway	pasnet	3	1
HALLMARK_UV_RESPONSE_UP	0.09730296	gene_pathway	pasnet	3	1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.097162835	gene_pathway	pasnet	3	1
HALLMARK_P53_PATHWAY	0.09301186	gene_pathway	pasnet	3	1
HALLMARK_PROTEIN_SECRETION	0.09291145	gene_pathway	pasnet	3	1
HALLMARK_UV_RESPONSE_DN	0.091048695	gene_pathway	pasnet	3	1
HALLMARK_E2F_TARGETS	0.089076735	gene_pathway	pasnet	3	1
HALLMARK_G2M_CHECKPOINT	0.08825837	gene_pathway	pasnet	3	1
HALLMARK_ANDROGEN_RESPONSE	0.088162	gene_pathway	pasnet	3	1
CD8_NK	0.086184405	gene_pathway	pasnet	3	1
HALLMARK_MYOGENESIS	0.07970694	gene_pathway	pasnet	3	1
HALLMARK_NOTCH_SIGNALING	0.07233517	gene_pathway	pasnet	3	1
HALLMARK_SPERMATOGENESIS	0.06756591	gene_pathway	pasnet	3	1
HALLMARK_ESTROGEN_RESPONSE_LATE	0.065048516	gene_pathway	pasnet	3	1
EMT	0.0545674	gene_pathway	pasnet	3	1
HALLMARK_HEME_METABOLISM	0.052001968	gene_pathway	pasnet	3	1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.044698145	gene_pathway	pasnet	3	1
HALLMARK_COAGULATION	0.035865154	gene_pathway	pasnet	3	1
ANTIGEN_PRESENTATION	0.028637603	gene_pathway	pasnet	3	1
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.023983147	gene_pathway	pasnet	3	1
HALLMARK_BILE_ACID_METABOLISM	0.018196834	gene_pathway	pasnet	3	1
T_CELL_INFLAMED	0.016657218	gene_pathway	pasnet	3	1
HALLMARK_MYC_TARGETS_V2	0.014860533	gene_pathway	pasnet	3	1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.012959844	gene_pathway	pasnet	3	1
HALLMARK_TGF_BETA_SIGNALING	0.010108353	gene_pathway	pasnet	3	1
HALLMARK_MTORC1_SIGNALING	0.009430526	gene_pathway	pasnet	3	1
HALLMARK_APOPTOSIS	0.25901628	gene_pathway	pasnet	3	2
HALLMARK_KRAS_SIGNALING_UP	0.23918924	gene_pathway	pasnet	3	2
HALLMARK_PEROXISOME	0.23549092	gene_pathway	pasnet	3	2
HALLMARK_NOTCH_SIGNALING	0.23464563	gene_pathway	pasnet	3	2
HALLMARK_INFLAMMATORY_RESPONSE	0.2326606	gene_pathway	pasnet	3	2
HALLMARK_KRAS_SIGNALING_DN	0.23150294	gene_pathway	pasnet	3	2
HALLMARK_UV_RESPONSE_DN	0.2245608	gene_pathway	pasnet	3	2
HALLMARK_ANDROGEN_RESPONSE	0.21817118	gene_pathway	pasnet	3	2
HALLMARK_PROTEIN_SECRETION	0.21783614	gene_pathway	pasnet	3	2
HALLMARK_MITOTIC_SPINDLE	0.20493032	gene_pathway	pasnet	3	2
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.19518398	gene_pathway	pasnet	3	2
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.18506719	gene_pathway	pasnet	3	2
HALLMARK_UV_RESPONSE_UP	0.18502703	gene_pathway	pasnet	3	2
HALLMARK_ADIPOGENESIS	0.17837	gene_pathway	pasnet	3	2
HALLMARK_IL2_STAT5_SIGNALING	0.17289113	gene_pathway	pasnet	3	2
HALLMARK_P53_PATHWAY	0.17131764	gene_pathway	pasnet	3	2
HALLMARK_MYOGENESIS	0.17121863	gene_pathway	pasnet	3	2
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.16895336	gene_pathway	pasnet	3	2
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.16853547	gene_pathway	pasnet	3	2
HALLMARK_GLYCOLYSIS	0.16350597	gene_pathway	pasnet	3	2
HALLMARK_G2M_CHECKPOINT	0.15226093	gene_pathway	pasnet	3	2
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.15216379	gene_pathway	pasnet	3	2
HALLMARK_FATTY_ACID_METABOLISM	0.15108196	gene_pathway	pasnet	3	2
HALLMARK_HEME_METABOLISM	0.14290276	gene_pathway	pasnet	3	2
HALLMARK_COMPLEMENT	0.14149718	gene_pathway	pasnet	3	2
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.13776098	gene_pathway	pasnet	3	2
HALLMARK_E2F_TARGETS	0.13705407	gene_pathway	pasnet	3	2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.1339956	gene_pathway	pasnet	3	2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.13281016	gene_pathway	pasnet	3	2
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.12764314	gene_pathway	pasnet	3	2
HALLMARK_HYPOXIA	0.1266446	gene_pathway	pasnet	3	2
HALLMARK_BILE_ACID_METABOLISM	0.12218273	gene_pathway	pasnet	3	2
HALLMARK_MYC_TARGETS_V1	0.12007811	gene_pathway	pasnet	3	2
HALLMARK_PANCREAS_BETA_CELLS	0.11469165	gene_pathway	pasnet	3	2
ECM_REMODELING	0.108711675	gene_pathway	pasnet	3	2
HALLMARK_COAGULATION	0.107558645	gene_pathway	pasnet	3	2
HALLMARK_DNA_REPAIR	0.0858535	gene_pathway	pasnet	3	2
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.08099563	gene_pathway	pasnet	3	2
T_CELL_INFLAMED	0.07865143	gene_pathway	pasnet	3	2
HALLMARK_ESTROGEN_RESPONSE_LATE	0.076899596	gene_pathway	pasnet	3	2
HALLMARK_ALLOGRAFT_REJECTION	0.07549948	gene_pathway	pasnet	3	2
ANGIOGENESIS	0.075123034	gene_pathway	pasnet	3	2
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.061092462	gene_pathway	pasnet	3	2
HALLMARK_APICAL_SURFACE	0.05455702	gene_pathway	pasnet	3	2
HALLMARK_XENOBIOTIC_METABOLISM	0.046288103	gene_pathway	pasnet	3	2
HALLMARK_MYC_TARGETS_V2	0.042169336	gene_pathway	pasnet	3	2
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.04183497	gene_pathway	pasnet	3	2
HALLMARK_SPERMATOGENESIS	0.03992131	gene_pathway	pasnet	3	2
EMT	0.03315299	gene_pathway	pasnet	3	2
HALLMARK_TGF_BETA_SIGNALING	0.025026966	gene_pathway	pasnet	3	2
HALLMARK_MTORC1_SIGNALING	0.022692006	gene_pathway	pasnet	3	2
HALLMARK_HEDGEHOG_SIGNALING	0.021691462	gene_pathway	pasnet	3	2
HALLMARK_APICAL_JUNCTION	0.019949868	gene_pathway	pasnet	3	2
CD8_NK	0.018111112	gene_pathway	pasnet	3	2
ANTIGEN_PRESENTATION	0.008906666	gene_pathway	pasnet	3	2
HALLMARK_ANGIOGENESIS	0.0007770031	gene_pathway	pasnet	3	2
HALLMARK_HYPOXIA	0.20916927	gene_pathway	pasnet	3	3
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.17826667	gene_pathway	pasnet	3	3
HALLMARK_UV_RESPONSE_DN	0.16645288	gene_pathway	pasnet	3	3
HALLMARK_MYOGENESIS	0.15515994	gene_pathway	pasnet	3	3
HALLMARK_FATTY_ACID_METABOLISM	0.15003154	gene_pathway	pasnet	3	3
HALLMARK_APOPTOSIS	0.14926375	gene_pathway	pasnet	3	3
HALLMARK_XENOBIOTIC_METABOLISM	0.14880124	gene_pathway	pasnet	3	3
HALLMARK_P53_PATHWAY	0.1467202	gene_pathway	pasnet	3	3
HALLMARK_APICAL_JUNCTION	0.14541654	gene_pathway	pasnet	3	3
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.13998689	gene_pathway	pasnet	3	3
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.13764413	gene_pathway	pasnet	3	3
HALLMARK_APICAL_SURFACE	0.12731504	gene_pathway	pasnet	3	3
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.1272202	gene_pathway	pasnet	3	3
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.12548749	gene_pathway	pasnet	3	3
HALLMARK_KRAS_SIGNALING_DN	0.12376145	gene_pathway	pasnet	3	3
HALLMARK_GLYCOLYSIS	0.11789497	gene_pathway	pasnet	3	3
HALLMARK_UV_RESPONSE_UP	0.11715072	gene_pathway	pasnet	3	3
ANTIGEN_PRESENTATION	0.11701134	gene_pathway	pasnet	3	3
HALLMARK_TGF_BETA_SIGNALING	0.11306874	gene_pathway	pasnet	3	3
HALLMARK_BILE_ACID_METABOLISM	0.10592839	gene_pathway	pasnet	3	3
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.10568355	gene_pathway	pasnet	3	3
HALLMARK_MTORC1_SIGNALING	0.10478893	gene_pathway	pasnet	3	3
HALLMARK_COAGULATION	0.10422456	gene_pathway	pasnet	3	3
HALLMARK_NOTCH_SIGNALING	0.10103325	gene_pathway	pasnet	3	3
HALLMARK_PROTEIN_SECRETION	0.09925696	gene_pathway	pasnet	3	3
HALLMARK_HEME_METABOLISM	0.09807134	gene_pathway	pasnet	3	3
HALLMARK_ESTROGEN_RESPONSE_LATE	0.09504792	gene_pathway	pasnet	3	3
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.09255886	gene_pathway	pasnet	3	3
HALLMARK_MYC_TARGETS_V1	0.09054758	gene_pathway	pasnet	3	3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.08976027	gene_pathway	pasnet	3	3
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.08943428	gene_pathway	pasnet	3	3
HALLMARK_INFLAMMATORY_RESPONSE	0.089000925	gene_pathway	pasnet	3	3
ECM_REMODELING	0.08433515	gene_pathway	pasnet	3	3
HALLMARK_PEROXISOME	0.08413613	gene_pathway	pasnet	3	3
HALLMARK_G2M_CHECKPOINT	0.07689716	gene_pathway	pasnet	3	3
HALLMARK_ALLOGRAFT_REJECTION	0.07667579	gene_pathway	pasnet	3	3
CD8_NK	0.06586841	gene_pathway	pasnet	3	3
HALLMARK_IL2_STAT5_SIGNALING	0.06352389	gene_pathway	pasnet	3	3
HALLMARK_SPERMATOGENESIS	0.06181016	gene_pathway	pasnet	3	3
HALLMARK_E2F_TARGETS	0.0589644	gene_pathway	pasnet	3	3
HALLMARK_ADIPOGENESIS	0.058526658	gene_pathway	pasnet	3	3
ANGIOGENESIS	0.05593077	gene_pathway	pasnet	3	3
HALLMARK_ANGIOGENESIS	0.054292858	gene_pathway	pasnet	3	3
HALLMARK_COMPLEMENT	0.051281177	gene_pathway	pasnet	3	3
HALLMARK_MYC_TARGETS_V2	0.05024851	gene_pathway	pasnet	3	3
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.038985882	gene_pathway	pasnet	3	3
T_CELL_INFLAMED	0.028323049	gene_pathway	pasnet	3	3
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.022280524	gene_pathway	pasnet	3	3
HALLMARK_ANDROGEN_RESPONSE	0.016392173	gene_pathway	pasnet	3	3
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.01600176	gene_pathway	pasnet	3	3
HALLMARK_KRAS_SIGNALING_UP	0.00900077	gene_pathway	pasnet	3	3
EMT	0.008688831	gene_pathway	pasnet	3	3
HALLMARK_PANCREAS_BETA_CELLS	0.0070775985	gene_pathway	pasnet	3	3
HALLMARK_MITOTIC_SPINDLE	0.0048502237	gene_pathway	pasnet	3	3
HALLMARK_DNA_REPAIR	0.004175836	gene_pathway	pasnet	3	3
HALLMARK_HEDGEHOG_SIGNALING	0.003488795	gene_pathway	pasnet	3	3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.38526204	gene_pathway	pasnet	3	4
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.35041246	gene_pathway	pasnet	3	4
HALLMARK_SPERMATOGENESIS	0.3381083	gene_pathway	pasnet	3	4
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.33540526	gene_pathway	pasnet	3	4
HALLMARK_KRAS_SIGNALING_DN	0.31628835	gene_pathway	pasnet	3	4
HALLMARK_DNA_REPAIR	0.313824	gene_pathway	pasnet	3	4
HALLMARK_COMPLEMENT	0.30594853	gene_pathway	pasnet	3	4
HALLMARK_APICAL_JUNCTION	0.30586293	gene_pathway	pasnet	3	4
HALLMARK_KRAS_SIGNALING_UP	0.30104113	gene_pathway	pasnet	3	4
HALLMARK_MTORC1_SIGNALING	0.29857188	gene_pathway	pasnet	3	4
HALLMARK_GLYCOLYSIS	0.28673288	gene_pathway	pasnet	3	4
HALLMARK_ANDROGEN_RESPONSE	0.28410017	gene_pathway	pasnet	3	4
HALLMARK_E2F_TARGETS	0.27139318	gene_pathway	pasnet	3	4
HALLMARK_IL2_STAT5_SIGNALING	0.27113944	gene_pathway	pasnet	3	4
HALLMARK_HEDGEHOG_SIGNALING	0.26977384	gene_pathway	pasnet	3	4
HALLMARK_TGF_BETA_SIGNALING	0.26459122	gene_pathway	pasnet	3	4
HALLMARK_MYC_TARGETS_V1	0.2576369	gene_pathway	pasnet	3	4
HALLMARK_COAGULATION	0.2518026	gene_pathway	pasnet	3	4
HALLMARK_UV_RESPONSE_DN	0.24870259	gene_pathway	pasnet	3	4
HALLMARK_G2M_CHECKPOINT	0.24333446	gene_pathway	pasnet	3	4
HALLMARK_PROTEIN_SECRETION	0.23607744	gene_pathway	pasnet	3	4
ANGIOGENESIS	0.22048575	gene_pathway	pasnet	3	4
HALLMARK_UV_RESPONSE_UP	0.21471679	gene_pathway	pasnet	3	4
HALLMARK_ALLOGRAFT_REJECTION	0.20822957	gene_pathway	pasnet	3	4
HALLMARK_HYPOXIA	0.20778622	gene_pathway	pasnet	3	4
HALLMARK_MYOGENESIS	0.19498803	gene_pathway	pasnet	3	4
HALLMARK_APICAL_SURFACE	0.18811496	gene_pathway	pasnet	3	4
HALLMARK_INFLAMMATORY_RESPONSE	0.18745984	gene_pathway	pasnet	3	4
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.18014735	gene_pathway	pasnet	3	4
HALLMARK_NOTCH_SIGNALING	0.17041892	gene_pathway	pasnet	3	4
HALLMARK_ANGIOGENESIS	0.16252345	gene_pathway	pasnet	3	4
EMT	0.16200206	gene_pathway	pasnet	3	4
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.15731186	gene_pathway	pasnet	3	4
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.13674264	gene_pathway	pasnet	3	4
HALLMARK_ESTROGEN_RESPONSE_LATE	0.13499095	gene_pathway	pasnet	3	4
HALLMARK_P53_PATHWAY	0.13458014	gene_pathway	pasnet	3	4
HALLMARK_PEROXISOME	0.1328791	gene_pathway	pasnet	3	4
HALLMARK_BILE_ACID_METABOLISM	0.13251711	gene_pathway	pasnet	3	4
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.1314332	gene_pathway	pasnet	3	4
HALLMARK_APOPTOSIS	0.12693149	gene_pathway	pasnet	3	4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.1255123	gene_pathway	pasnet	3	4
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.12175337	gene_pathway	pasnet	3	4
HALLMARK_PANCREAS_BETA_CELLS	0.11553037	gene_pathway	pasnet	3	4
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.10528036	gene_pathway	pasnet	3	4
HALLMARK_FATTY_ACID_METABOLISM	0.09560314	gene_pathway	pasnet	3	4
ECM_REMODELING	0.0926965	gene_pathway	pasnet	3	4
HALLMARK_HEME_METABOLISM	0.09120645	gene_pathway	pasnet	3	4
T_CELL_INFLAMED	0.090033494	gene_pathway	pasnet	3	4
ANTIGEN_PRESENTATION	0.08714478	gene_pathway	pasnet	3	4
HALLMARK_XENOBIOTIC_METABOLISM	0.085984915	gene_pathway	pasnet	3	4
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.07375279	gene_pathway	pasnet	3	4
HALLMARK_ADIPOGENESIS	0.072137766	gene_pathway	pasnet	3	4
CD8_NK	0.053383462	gene_pathway	pasnet	3	4
HALLMARK_MITOTIC_SPINDLE	0.03507534	gene_pathway	pasnet	3	4
HALLMARK_MYC_TARGETS_V2	0.017237835	gene_pathway	pasnet	3	4
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.0053061508	gene_pathway	pasnet	3	4
HALLMARK_KRAS_SIGNALING_UP	0.27349025	gene_pathway	pasnet	3	5
HALLMARK_SPERMATOGENESIS	0.2370816	gene_pathway	pasnet	3	5
HALLMARK_E2F_TARGETS	0.23271017	gene_pathway	pasnet	3	5
HALLMARK_P53_PATHWAY	0.22589692	gene_pathway	pasnet	3	5
HALLMARK_COMPLEMENT	0.21223065	gene_pathway	pasnet	3	5
HALLMARK_KRAS_SIGNALING_DN	0.20540208	gene_pathway	pasnet	3	5
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.19696614	gene_pathway	pasnet	3	5
HALLMARK_ESTROGEN_RESPONSE_LATE	0.19472112	gene_pathway	pasnet	3	5
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.16349168	gene_pathway	pasnet	3	5
HALLMARK_G2M_CHECKPOINT	0.1627786	gene_pathway	pasnet	3	5
HALLMARK_HYPOXIA	0.14887151	gene_pathway	pasnet	3	5
HALLMARK_FATTY_ACID_METABOLISM	0.14681749	gene_pathway	pasnet	3	5
HALLMARK_PROTEIN_SECRETION	0.14608195	gene_pathway	pasnet	3	5
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.1426015	gene_pathway	pasnet	3	5
HALLMARK_HEME_METABOLISM	0.13924052	gene_pathway	pasnet	3	5
HALLMARK_ALLOGRAFT_REJECTION	0.12972938	gene_pathway	pasnet	3	5
HALLMARK_ANGIOGENESIS	0.12596378	gene_pathway	pasnet	3	5
HALLMARK_ANDROGEN_RESPONSE	0.12347284	gene_pathway	pasnet	3	5
HALLMARK_APICAL_SURFACE	0.11487894	gene_pathway	pasnet	3	5
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.11390742	gene_pathway	pasnet	3	5
HALLMARK_HEDGEHOG_SIGNALING	0.111567445	gene_pathway	pasnet	3	5
HALLMARK_DNA_REPAIR	0.110072546	gene_pathway	pasnet	3	5
HALLMARK_IL2_STAT5_SIGNALING	0.10887086	gene_pathway	pasnet	3	5
EMT	0.10477014	gene_pathway	pasnet	3	5
HALLMARK_UV_RESPONSE_DN	0.10476271	gene_pathway	pasnet	3	5
HALLMARK_PANCREAS_BETA_CELLS	0.10210847	gene_pathway	pasnet	3	5
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0984354	gene_pathway	pasnet	3	5
HALLMARK_TGF_BETA_SIGNALING	0.09308805	gene_pathway	pasnet	3	5
HALLMARK_MYOGENESIS	0.09222979	gene_pathway	pasnet	3	5
HALLMARK_NOTCH_SIGNALING	0.09144604	gene_pathway	pasnet	3	5
ANGIOGENESIS	0.08931448	gene_pathway	pasnet	3	5
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.08634559	gene_pathway	pasnet	3	5
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.08459682	gene_pathway	pasnet	3	5
HALLMARK_APICAL_JUNCTION	0.08271364	gene_pathway	pasnet	3	5
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.080053225	gene_pathway	pasnet	3	5
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.07894858	gene_pathway	pasnet	3	5
ECM_REMODELING	0.07506487	gene_pathway	pasnet	3	5
HALLMARK_MTORC1_SIGNALING	0.07485295	gene_pathway	pasnet	3	5
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.07378137	gene_pathway	pasnet	3	5
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.06562681	gene_pathway	pasnet	3	5
HALLMARK_BILE_ACID_METABOLISM	0.06552174	gene_pathway	pasnet	3	5
HALLMARK_UV_RESPONSE_UP	0.061176892	gene_pathway	pasnet	3	5
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.055241574	gene_pathway	pasnet	3	5
ANTIGEN_PRESENTATION	0.050361276	gene_pathway	pasnet	3	5
HALLMARK_INFLAMMATORY_RESPONSE	0.048154812	gene_pathway	pasnet	3	5
HALLMARK_PEROXISOME	0.038448248	gene_pathway	pasnet	3	5
CD8_NK	0.034906484	gene_pathway	pasnet	3	5
HALLMARK_ADIPOGENESIS	0.034567527	gene_pathway	pasnet	3	5
HALLMARK_MYC_TARGETS_V2	0.030327654	gene_pathway	pasnet	3	5
HALLMARK_APOPTOSIS	0.02739923	gene_pathway	pasnet	3	5
HALLMARK_MITOTIC_SPINDLE	0.023076743	gene_pathway	pasnet	3	5
HALLMARK_COAGULATION	0.0206017	gene_pathway	pasnet	3	5
HALLMARK_GLYCOLYSIS	0.019080851	gene_pathway	pasnet	3	5
HALLMARK_XENOBIOTIC_METABOLISM	0.011224927	gene_pathway	pasnet	3	5
T_CELL_INFLAMED	0.011165107	gene_pathway	pasnet	3	5
HALLMARK_MYC_TARGETS_V1	0.0028518338	gene_pathway	pasnet	3	5
