ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	16/430	79/11986	0.20253164556962	5.64545186929644	7.99079177667665	1.5418869202751e-08	1.01944423545522e-06	9.44879125003671e-07	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/DLGAP5/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	16
GO:0008608	attachment of spindle microtubules to kinetochore	12/430	44/11986	0.272727272727273	7.60211416490486	8.46292155222016	2.90057387280327e-08	1.88632402514927e-06	1.74835281064742e-06	KIF2C/CDCA8/CDT1/AURKB/CENPE/ECT2/NDC80/CDK1/SKA1/RACGAP1/NEK2/KNTC1	12
GO:0007080	mitotic metaphase chromosome alignment	13/430	53/11986	0.245283018867925	6.83712154453708	8.21507119321855	3.09503960349402e-08	1.98032614630013e-06	1.83547934380384e-06	TTK/KIF2C/CDCA8/CDT1/KIF14/KIFC1/AURKB/CENPE/KIF18A/NDC80/CDK1/SKA1/SPDL1	13
GO:0051231	spindle elongation	7/430	12/11986	0.583333333333333	16.2600775193798	10.2018096567971	4.9389677435617e-08	3.10998175217608e-06	2.88250865969274e-06	CDCA8/PRC1/KIF4A/AURKB/RACGAP1/KIF23/KIF11	7
GO:0033044	regulation of chromosome organization	25/430	206/11986	0.121359223300971	3.3828177918266	6.65428319160374	9.15592237397937e-08	5.67524125899628e-06	5.26013764018256e-06	TTK/CDC20/SMG5/FEN1/CDCA8/SMC4/BUB1/PLK1/AURKB/CENPE/CDK5RAP2/MAD2L1/SMC2/NCAPH/DLGAP5/TRIP13/NDC80/CENPF/CDK1/SKA1/MYC/NEK2/KNTC1/SPDL1/TACC3	25
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	18/430	113/11986	0.15929203539823	4.44017287507718	7.0874292313815	9.92962381292709e-08	6.06012579475104e-06	5.61687060381446e-06	KLK5/CXCL10/ADM/CX3CL1/CCL2/MMP7/CCL8/CCL3/CXCL11/KLK7/CCL4/DEFB1/CCL18/CXCL2/H2BC11/CCL7/CXCL9/CXCL13	18
GO:0051321	meiotic cell cycle	24/430	194/11986	0.123711340206186	3.44838168304963	6.63186583761484	1.15334070083434e-07	6.93227660637855e-06	6.42522977354763e-06	TTK/CDC20/CCNE1/SMC4/CCNB2/PLK1/RAD51AP1/KIF18A/TOP2A/SMC2/NCAPH/TRIP13/NDC80/SKA1/CCNE2/FANCA/CKS2/AURKA/NEK2/TUBGCP3/ASPM/MSH5/BRIP1/DMRT1	24
GO:0006260	DNA replication	26/430	225/11986	0.115555555555556	3.22104392764858	6.48747597492665	1.36424946394696e-07	8.07757854250388e-06	7.48676100167595e-06	NFIB/MCM2/RFC4/MCM6/CHAF1B/GMNN/CDK2AP1/DONSON/MCM5/FEN1/CDT1/CCNE1/NASP/LPIN1/CCNA2/GINS1/CHEK1/MCM10/CDC45/CDK1/CCNE2/FAF1/E2F8/RFWD3/BARD1/NFIX	26
GO:1905820	positive regulation of chromosome separation	9/430	26/11986	0.346153846153846	9.64883720930233	8.51585557369386	1.64363593963516e-07	9.58868201843041e-06	8.88733798319755e-06	CDC20/CDCA8/SMC4/AURKB/SMC2/NCAPH/DLGAP5/PLSCR1/SKA1	9
GO:0007143	female meiotic nuclear division	9/430	27/11986	0.333333333333333	9.29147286821705	8.31985224306817	2.38781375668808e-07	1.37281988011328e-05	1.27240784929237e-05	TTK/CCNB2/PLK1/TOP2A/NCAPH/TRIP13/NDC80/SKA1/AURKA	9
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	8/430	21/11986	0.380952380952381	10.6188261351052	8.50990772609792	3.46895893065845e-07	1.96590858256029e-05	1.82211632252481e-05	KIF2C/CDCA8/CDT1/AURKB/CENPE/NDC80/CDK1/SKA1	8
GO:0000022	mitotic spindle elongation	6/430	10/11986	0.6	16.7246511627907	9.5956545904139	3.82688300043216e-07	2.13820350179076e-05	1.98180909125419e-05	CDCA8/PRC1/KIF4A/AURKB/RACGAP1/KIF23	6
GO:0051383	kinetochore organization	7/430	16/11986	0.4375	12.1950581395349	8.64348235719755	6.294684277999e-07	3.46819618483639e-05	3.21452224898399e-05	SMC4/CENPE/SMC2/DLGAP5/NDC80/CENPF/KNTC1	7
GO:0140694	membraneless organelle assembly	32/430	343/11986	0.0932944606413994	2.60052884941352	5.80133037392897	7.18816459840523e-07	3.90622588518816e-05	3.62051318561348e-05	TPX2/CDC20/GPSM2/CDCA8/PRC1/CSRP2/KIF4A/KIF15/KIFC1/CCNB2/PLK1/AURKB/CENPE/CDK5RAP2/DLGAP5/NDC80/CENPF/MYBL2/SKA1/RACGAP1/CEP192/KIF23/AURKA/NEK2/TUBGCP3/KIF11/KNTC1/ASPM/SAC3D1/LOC102724159/FSCN1/ABT1	32
GO:0051255	spindle midzone assembly	6/430	11/11986	0.545454545454545	15.2042283298097	9.0912940903559	8.1643349636924e-07	4.37674551364429e-05	4.05661764269951e-05	CDCA8/PRC1/KIF4A/AURKB/RACGAP1/KIF23	6
GO:0019730	antimicrobial humoral response	19/430	144/11986	0.131944444444444	3.67787467700258	6.23603359947	9.07319455787416e-07	4.79911504147824e-05	4.44809383728483e-05	KLK5/CXCL10/ADM/SLPI/CX3CL1/CCL2/MMP7/CCL8/CCL3/CXCL11/KLK7/CCL4/DEFB1/CCL18/CXCL2/H2BC11/CCL7/CXCL9/CXCL13	19
GO:0034508	centromere complex assembly	8/430	24/11986	0.333333333333333	9.29147286821705	7.84304823892954	1.14017113311714e-06	5.95139326983644e-05	5.51609109138251e-05	NASP/HJURP/CENPE/CENPN/DLGAP5/CENPF/KNTC1/CENPI	8
GO:0051653	spindle localization	11/430	50/11986	0.22	6.13237209302326	7.01492791096242	1.17680895868377e-06	6.06285862220587e-05	5.61940354433686e-05	GPSM2/PLK1/CDK5RAP2/MAD2L1/PAX6/NUSAP1/NDC80/SKA1/SPRY2/SPDL1/ASPM	11
GO:2001251	negative regulation of chromosome organization	14/430	83/11986	0.168674698795181	4.70170916223032	6.52773632547559	1.30289589191077e-06	6.62639487591029e-05	6.14172112070758e-05	TTK/CDC20/CDCA8/BUB1/PLK1/AURKB/CDK5RAP2/MAD2L1/TRIP13/NDC80/CENPF/SKA1/KNTC1/SPDL1	14
GO:0006270	DNA replication initiation	9/430	34/11986	0.264705882352941	7.37852257181943	7.18437087158648	2.13657066339698e-06	0.000107288301540453	9.94409237474437e-05	MCM2/MCM6/GMNN/MCM5/CDT1/CCNE1/MCM10/CDC45/CCNE2	9
GO:0040001	establishment of mitotic spindle localization	9/430	35/11986	0.257142857142857	7.16770764119601	7.04863721742976	2.78579160876501e-06	0.000138140441399635	0.00012803644854495	GPSM2/PLK1/CDK5RAP2/MAD2L1/PAX6/NUSAP1/NDC80/SPRY2/SPDL1	9
GO:0070098	chemokine-mediated signaling pathway	13/430	77/11986	0.168831168831169	4.70607067351253	6.29319070085991	3.08512022248364e-06	0.000151094715093736	0.000140043209059589	FOXC1/PADI2/CXCL10/RBM15/CX3CL1/CCL2/CCL8/CCL3/CXCL11/CCL4/CCL18/CCL7/CXCL9	13
GO:0006261	DNA-templated DNA replication	17/430	129/11986	0.131782945736434	3.67337299441139	5.88866003424719	3.46448610540829e-06	0.000167605077806764	0.000155345955920297	MCM2/RFC4/MCM6/GMNN/CDK2AP1/DONSON/MCM5/FEN1/CDT1/CCNE1/GINS1/MCM10/CDC45/CCNE2/E2F8/RFWD3/BARD1	17
GO:0051293	establishment of spindle localization	10/430	46/11986	0.217391304347826	6.05965621840243	6.6320416085513	4.06823514129005e-06	0.000194442033801176	0.000180219979055499	GPSM2/PLK1/CDK5RAP2/MAD2L1/PAX6/NUSAP1/NDC80/SKA1/SPRY2/SPDL1	10
GO:0061982	meiosis I cell cycle process	14/430	92/11986	0.152173913043478	4.2417593528817	6.02088316043858	4.62297818414241e-06	0.000218325648291583	0.00020235667665676	CDC20/CCNE1/CCNB2/PLK1/RAD51AP1/TOP2A/TRIP13/NDC80/CCNE2/CKS2/AURKA/MSH5/BRIP1/DMRT1	14
GO:0044839	cell cycle G2/M phase transition	17/430	133/11986	0.12781954887218	3.56289561112083	5.73313378114982	5.28343212502692e-06	0.000246580885176256	0.000228545243501164	MELK/DONSON/SKP2/CCNA2/KIF14/CCNB2/PLK1/CHEK1/AURKB/FOXM1/NDC80/CENPF/CDK1/AURKA/BARD1/NES/TPD52L1	17
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	7/430	21/11986	0.333333333333333	9.29147286821705	7.33558004177397	5.47320307584366e-06	0.000252467402347347	0.000234001203719974	CDCA8/AURKB/ECT2/CDK1/RACGAP1/NEK2/KNTC1	7
GO:0048247	lymphocyte chemotaxis	9/430	38/11986	0.236842105263158	6.60183598531212	6.67150876307713	5.84456710220255e-06	0.000263470428345881	0.000244199436459253	PADI2/CXCL10/CX3CL1/CCL2/CCL3/CXCL11/CCL4/CCL7/CXCL13	9
GO:0051294	establishment of spindle orientation	9/430	38/11986	0.236842105263158	6.60183598531212	6.67150876307713	5.84456710220255e-06	0.000263470428345881	0.000244199436459253	GPSM2/PLK1/CDK5RAP2/MAD2L1/PAX6/NDC80/SKA1/SPRY2/SPDL1	9
GO:0000132	establishment of mitotic spindle orientation	8/430	30/11986	0.266666666666667	7.43317829457364	6.8052289762737	7.50607988994914e-06	0.000334568751948632	0.000310097422301506	GPSM2/PLK1/CDK5RAP2/MAD2L1/PAX6/NDC80/SPRY2/SPDL1	8
GO:0051299	centrosome separation	6/430	15/11986	0.4	11.1497674418605	7.5872778080059	7.8230506542265e-06	0.000344822688281295	0.000319601355967405	RANBP1/KIF15/CHEK1/AURKA/NEK2/KIF11	6
GO:0010717	regulation of epithelial to mesenchymal transition	13/430	85/11986	0.152941176470588	4.263146374829	5.82376404729873	9.55666609902519e-06	0.000407648327041215	0.000377831745148783	FOXC1/NOTCH1/QKI/SFRP1/EZH2/HDAC2/GCNT2/WWTR1/MDK/VEGFA/SPRY2/ZNF750/RGCC	13
GO:1990868	response to chemokine	13/430	85/11986	0.152941176470588	4.263146374829	5.82376404729873	9.55666609902519e-06	0.000407648327041215	0.000377831745148783	FOXC1/PADI2/CXCL10/RBM15/CX3CL1/CCL2/CCL8/CCL3/CXCL11/CCL4/CCL18/CCL7/CXCL9	13
GO:1990869	cellular response to chemokine	13/430	85/11986	0.152941176470588	4.263146374829	5.82376404729873	9.55666609902519e-06	0.000407648327041215	0.000377831745148783	FOXC1/PADI2/CXCL10/RBM15/CX3CL1/CCL2/CCL8/CCL3/CXCL11/CCL4/CCL18/CCL7/CXCL9	13
