SYMBOL	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZID
MAP6D1	0.135436027357018	7.15825500391837	0.779131197318468	0.436525268521704	0.674869928415284	-6.02587507067792	79929
SEC24A	-0.0667598629166983	9.16116948127892	-0.779036798997042	0.436580785392223	0.674875739268428	-6.02594637151127	10802
CD84	-0.0725636566091288	9.29836249101701	-0.778875246154606	0.436675806188017	0.674942607501844	-6.02606837546195	8832
SDF4	-0.0604182885288702	10.9992577448776	-0.778401838841503	0.436954319875821	0.675293039808088	-6.02642574535203	51150
ERN2	-0.107774488524154	7.3995592745034	-0.778263031080981	0.43703600236432	0.675293356392818	-6.02653048875885	10595
TAGLN	-0.190652147921111	10.4419950945544	-0.77821404840603	0.437064828703374	0.675293356392818	-6.02656744631733	6876
TMEM165	0.0825177530502852	9.66443253509524	0.778136748759283	0.437110321838783	0.675293356392818	-6.02662576439425	55858
ZNF468	-0.0779789716015975	7.72300863207823	-0.778015291494728	0.437181808577449	0.675293356392818	-6.02671738516673	90333
ZNF682	0.171938691298668	5.11883447020749	0.777904883569562	0.43724679781795	0.675293356392818	-6.02680065855966	91120
PLBD1	0.0968856585257513	10.1555894595476	0.777873509754028	0.437265266356666	0.675293356392818	-6.02682431960573	79887
H4C5	0.108325700337695	7.25946951819388	0.777654411560713	0.43739425347883	0.67529620974185	-6.02698952939147	8367
TTPAL	-0.0645455642098897	8.81350847001701	-0.777642091169814	0.437401507372377	0.67529620974185	-6.02699881813807	79183
ZPBP	-0.149361977751997	6.42625332307483	-0.777606461613938	0.437422485426771	0.67529620974185	-6.02702567960366	11055
TNFRSF9	0.0820836303689614	7.85816950609524	0.776903722212566	0.437836364927111	0.675855139373103	-6.02755523114024	3604
KDM4A	0.0640501396025864	9.41112835589796	0.776548237017681	0.438045814710833	0.676098411223314	-6.02782292656282	9682
LY6G6C	-0.0856513194317991	8.34222650161564	-0.776197687365681	0.438252413205804	0.676309312158651	-6.02808678583912	80740
NLGN3	0.125493914978927	6.08517938176871	0.776051223362863	0.438338749300904	0.676309312158651	-6.02819699438563	54413
PCDHGA1	-0.0772852217100797	10.0289261844388	-0.776007441892388	0.438364559059993	0.676309312158651	-6.02822993424282	56114
BLTP3B	-0.136045285224344	7.28244928070069	-0.775964405065611	0.438389930697517	0.676309312158651	-6.02826231204893	23074
ADCY8	-0.118689814955801	6.86243622935374	-0.775869011863655	0.438446171180108	0.676316056550034	-6.02833407264302	114
RNF2	0.154073484143705	6.34235761671769	0.775475250733126	0.438678363028489	0.676594177375026	-6.02863019084251	6045
AGAP2	0.115298073564093	6.90245082866666	0.775158422304298	0.438865240991352	0.676802350950471	-6.02886834505095	116986
MZT2B	0.0874683479836439	9.9238941469762	0.775048674177067	0.438929985504668	0.676822147705223	-6.02895081813682	80097
DPY19L1P1	0.136872784299505	4.37268183841837	0.774677078838513	0.43914924439979	0.677080170004594	-6.02922997677899	100129460
DERL2	0.129684259800685	8.73827317059184	0.774423867087182	0.439298687569933	0.677230502154688	-6.02942012412923	51009
FBXL15	-0.155818806043743	7.36206331822109	-0.773774715481926	0.43968194473081	0.677741207866772	-6.02990731658948	79176
STAT2	-0.0565345356938	8.41099552031633	-0.773646142056331	0.439757876974902	0.677778127408481	-6.0300037635019	6773
ZFR2	-0.141655850482997	6.70683884769048	-0.773031445160316	0.440121006074675	0.678257628910021	-6.03046464614102	23217
SGSM3	0.0633254939893495	9.03321975721088	0.772942032814786	0.440173840367242	0.67825888732551	-6.03053165463952	27352
CCL5	0.134973670989501	9.76774643379252	0.772197768118342	0.440613772729648	0.678856549996677	-6.03108913109776	6352
PACSIN2	0.0728048136575884	11.0850035872211	0.771610236345967	0.440961239663842	0.679311626178738	-6.03152883217947	11252
ARHGAP4	-0.159723365718753	5.82953311956803	-0.770792143483062	0.441445323461788	0.679761756536547	-6.03214052702129	393
ARHGAP17	0.0745260449187524	9.45977800413265	0.770777579836307	0.441453943866944	0.679761756536547	-6.03215141052691	55114
RPAP3	-0.068197803248003	8.37923457989455	-0.770751648975111	0.441469292908747	0.679761756536547	-6.03217078831717	79657
ID2	0.0697443002259417	11.2315866068775	0.770750125096743	0.441470194935117	0.679761756536547	-6.03217192707117	3398
HNRNPL	0.0564448717938379	11.0743807060884	0.770630405276507	0.44154106377196	0.679761756536547	-6.03226138351792	3191
MIEF1	0.0503041576378089	10.0230620377517	0.770587893606018	0.441566230375378	0.679761756536547	-6.03229314554675	54471
PIAS4	-0.0495640516395589	8.44503562032653	-0.770329249783424	0.441719363450054	0.679846556494489	-6.03248635023288	51588
TMEM19	-0.0697807625228604	7.52758094229592	-0.770318726557213	0.441725594495077	0.679846556494489	-6.03249420962388	55266
LAMP2	-0.0804636223182957	11.0743031787483	-0.769912114460102	0.441966397631434	0.680136888789835	-6.03279781060339	3920
CNP	0.0567678723062762	10.457520347551	0.769597804807536	0.442152589306462	0.680343121544367	-6.03303238364923	1267
TMEM223	0.138844190948269	9.70292255291496	0.769337155847118	0.442307027515413	0.680500452126663	-6.03322683673032	79064
LHX3	-0.063090519505211	8.75189265568027	-0.76900144107628	0.442505988981163	0.680598790505761	-6.03347719482979	8022
FOXP3	0.117769739346367	6.48094192728571	0.768873534102043	0.442581806624071	0.680598790505761	-6.03357255237312	50943
GYG2	0.102972377690072	7.9820967022449	0.768836354385933	0.44260384652937	0.680598790505761	-6.03360026772948	8908
EGFL8	-0.125783317983339	6.96268681763605	-0.768812646920667	0.442617900497258	0.680598790505761	-6.03361793959486	80864
TRPC4AP	-0.0662151739170786	8.7305547312449	-0.768757210697041	0.442650764518509	0.680598790505761	-6.03365926038787	26133
FOXD4	-0.112999421435983	4.38938964408844	-0.76870093473655	0.44268412779196	0.680598790505761	-6.03370120406492	2298
ZNF219	-0.094355511892963	7.90603890742517	-0.768462318193299	0.442825607963394	0.680701206421759	-6.03387901610694	51222
TMEM183A	0.0658645987999239	10.5493250270918	0.768370621540415	0.442879983519187	0.680701206421759	-6.03394733190612	92703
ERG28	0.0822585275429441	9.28472682165306	0.768324461548829	0.442907357564399	0.680701206421759	-6.03398171893015	11161
KLF3	0.0729097431435525	8.70438046161905	0.768163727519846	0.443002684504873	0.680710743291336	-6.03410144217173	51274
GPRC5D	-0.108542917593914	8.72992211632653	-0.768115855251011	0.443031078511566	0.680710743291336	-6.03413709515881	55507
ZNF224	-0.0734995206624571	7.66164328484355	-0.768049932895753	0.443070180099208	0.680710743291336	-6.03418618736939	7767
TSSK1B	0.0871022043876758	3.34318943266667	0.767093843040084	0.443637503917678	0.681502051553087	-6.03489771330769	83942
FMNL1	0.168073281522936	6.7845748475068	0.766047483065699	0.444258869838341	0.682376181390285	-6.03567540704423	752
SMPD4	0.0503503974818565	9.72514618930953	0.765945518018652	0.444319447009254	0.682388842114683	-6.03575113473754	55627
EFCAB2	-0.0931694952121718	7.15372323917688	-0.765814033357993	0.444397568700127	0.682428441677182	-6.03584877132243	84288
HERC4	-0.146133172903537	6.397931456017	-0.765658192860357	0.444490171627936	0.682490267058014	-6.0359644722065	26091
PSMC1	0.0403934791243821	11.8301653152041	0.765359596855582	0.444667633083958	0.682682358151622	-6.03618609375322	5700
LOC101929073	-0.0787092979861544	8.96198098241497	-0.765254561081383	0.444730067559686	0.682697827985724	-6.03626403209943	101929073
PALS1	-0.0707051948747812	7.72944531745919	-0.765102775532072	0.444820299519596	0.682724058074056	-6.03637664076	64398
ST6GALNAC5	0.133920377653404	7.971869514966	0.764949450086272	0.444911457556095	0.682724058074056	-6.03649036927281	81849
AGPAT3	-0.0764433582019018	8.01022159458503	-0.764940906846805	0.444916537164491	0.682724058074056	-6.03649670551755	56894
CPS1-IT1	0.138957469623431	5.05309822637415	0.764873536318955	0.444956595253725	0.682724058074056	-6.03654666959247	29034
HSPA9	-0.080548419393001	10.9182884466429	-0.764756759345315	0.445026034999621	0.682750261249565	-6.03663326463894	3313
LSM8	0.0601769802255611	9.89385043447959	0.763667023589022	0.44567433000502	0.6836644222277	-6.0374407148252	51691
ADAM3B	-0.141336746948269	3.56082467959524	-0.763511986785954	0.445766606918439	0.683725536714449	-6.03755549765828	1596
GABRA5	-0.139149298998631	6.92480075104422	-0.763393069276172	0.445837393272776	0.68375367806207	-6.03764352353205	2558
PPP2R5E	-0.0483106427329784	9.65662266818708	-0.763116109309831	0.446002280285491	0.683811694734265	-6.0378484836582	5529
SWAP70	0.0898112192834537	8.84791876990817	0.763091281761196	0.446017062972351	0.683811694734265	-6.0378668533007	23075
TUT7	-0.0612061395478889	9.56148415298299	-0.762979790814502	0.446083449775961	0.683811694734265	-6.03794933694313	79670
CCDC85C	0.140221683113655	7.25430348715307	0.762897771076588	0.446132291685957	0.683811694734265	-6.03801000942419	317762
CSHL1	-0.093813411976645	4.9417716837585	-0.762750312772409	0.446220109286197	0.683811694734265	-6.03811907245399	1444
ST7L	0.124058849820008	5.98180056288435	0.762711565213922	0.446243186722367	0.683811694734265	-6.03814772741827	54879
ANXA10	-0.13666825413526	5.8727810272449	-0.762660918691474	0.446273352024043	0.683811694734265	-6.03818517983198	11199
SF3A2	0.0716526470580448	9.30666614001361	0.762624957742091	0.446294771239251	0.683811694734265	-6.03821177096058	8175
ITGB3	0.124835707974972	7.77325984739116	0.762492840685372	0.446373468418824	0.683851915722364	-6.03830945347862	3690
ROM1	0.0904337958027387	7.13102088294898	0.762330500514122	0.446470179246536	0.683866493132327	-6.03842945878146	6094
PUM2	-0.0469862105842525	11.2562972337755	-0.762239076847966	0.44652464829661	0.683866493132327	-6.03849702989578	23369
ACTMAP	-0.0489559063416505	9.0631615455068	-0.762153601053072	0.446575577119477	0.683866493132327	-6.03856019764535	284325
GTF2I	-0.0649968256949409	11.9724775039456	-0.762124738991631	0.446592774677641	0.683866493132327	-6.03858152549938	2969
AHSP	-0.125347026645492	8.22112514604422	-0.762007948747032	0.44666236841276	0.683892745624	-6.03866782038302	51327
MLX	-0.0471888070094331	10.1159420765816	-0.761742807729895	0.446820385400682	0.684043915072634	-6.03886368094412	6945
UCKL1	0.0806670933626474	9.46303420291837	0.761549631760588	0.446935533263308	0.684043915072634	-6.03900633793419	54963
SGPP1	-0.0875447585789272	7.55851259621089	-0.761419759975634	0.447012956458311	0.684043915072634	-6.03910222566177	81537
NAMPT	0.132213319386915	10.2373032185612	0.761411209772182	0.4470180539397	0.684043915072634	-6.03910853792865	10135
SETX	0.0558868902145302	9.18847191417688	0.761402231391568	0.447023406728577	0.684043915072634	-6.03911516622525	23064
PPP6R1	-0.0508779039559527	9.37382181801701	-0.761193638530312	0.447147777281279	0.684153938978009	-6.03926913815772	22870
PPY	0.100777014718981	7.15519968442516	0.760795661889648	0.447385120102572	0.684360286671601	-6.03956278636303	5539
KRT1	-0.121895794154659	8.0661399172483	-0.760791482735663	0.447387612822205	0.684360286671601	-6.03956586915229	3848
PITX1-AS1	-0.0619815495887407	9.08541594717687	-0.760609039840079	0.447496441383966	0.684446463249916	-6.03970043329983	100996485
LDLR	0.0785874830632182	9.77858473012926	0.760471466854494	0.447578514708729	0.684462352054726	-6.03980188155409	3949
FLNC	-0.0647509566315709	8.4669662780136	-0.760415649740795	0.447611816548098	0.684462352054726	-6.03984303666668	2318
ACAN	0.0800097512639788	9.10337983398299	0.760110078793458	0.447794152647257	0.684660876684755	-6.04006828712664	176
ADTRP	-0.0639671806597184	9.03377042870748	-0.759612975557939	0.448090867887706	0.684980492451396	-6.04043453222141	84830
ZNF415	0.0921257797835678	7.59069383871088	0.759563573703772	0.448120361420885	0.684980492451396	-6.04047091642725	55786
CD248	-0.0806980272063899	8.973977251	-0.759495853419197	0.44816079309018	0.684980492451396	-6.04052078823098	57124
SPAM1	-0.0954394902864965	7.52562732416327	-0.759156473142946	0.448363447811351	0.685209915144422	-6.04077065411531	6677
TFB1M	0.052249180801978	8.98161089331973	0.757585627480337	0.449302130583656	0.686543981868111	-6.04192572717391	51106
CLIC3	-0.231472040326131	6.64160713232993	-0.757445029749508	0.44938620149262	0.686543981868111	-6.04202899520336	9022
FUT7	0.122013723774515	6.6110577200136	0.757431408916117	0.449394346594396	0.686543981868111	-6.04203899859389	2529
TREX1	-0.060775639441841	9.89953994162926	-0.757206826348003	0.449528656520414	0.686668715132342	-6.04220391033101	11277
NNMT	-0.161778274219703	9.89239051531973	-0.75660174582287	0.449890634236764	0.687085059467409	-6.04264798059379	4837
PAM16	-0.0470851596321032	9.38133931529251	-0.756490762574166	0.449957045834793	0.687085059467409	-6.04272939313107	51025
AP1S1	-0.0778177322476986	9.46226303442177	-0.756412137868538	0.45000409768675	0.687085059467409	-6.0427870616344	1174
LOC102723769	0.112032336577102	6.64281342862585	0.756398941092224	0.450011995387045	0.687085059467409	-6.04279674042847	102723769
DCC	-0.125510632971852	6.8870402807449	-0.756185564026254	0.450139703297263	0.687199577484254	-6.04295321232366	1630
KCNMB1	0.101578274132218	8.96511711062585	0.755963798753813	0.450272453487606	0.687321765514504	-6.0431157887913	3779
VSIG10	-0.0662099363446175	8.06502797121768	-0.755391486192834	0.450615146631173	0.687626940909182	-6.04353513257372	54621
ARID1A	-0.0494197780534043	10.4745573583333	-0.755389327233098	0.450616439668519	0.687626940909182	-6.04353671388376	8289
CSNK2A1	0.0833178334890071	9.80446468535033	0.755355701981418	0.450636578670628	0.687626940909182	-6.04356134180611	1457
CDK11A	0.076974024374743	8.64928579848979	0.755209121147705	0.450724375572456	0.687626940909182	-6.0436686882888	728642
TSC1	-0.051816327350095	9.31850002521429	-0.755189617567868	0.450736058282904	0.687626940909182	-6.04368296990639	7248
NPAT	0.0614118588701407	8.58499379812926	0.755004887312076	0.450846720877982	0.687715301067853	-6.04381822156651	4863
SEMA4A	-0.070810537155116	9.70932778085034	-0.754914297209342	0.450900994496289	0.687717635657633	-6.0438845357546	64218
PEMT	-0.103026077725675	8.46168242810204	-0.754788436730247	0.450976405190303	0.687751636677552	-6.04397665557242	10400
SORBS3	-0.0732714601178394	9.17990775143197	-0.754701032397174	0.451028778681628	0.687751636677552	-6.04404061956184	10174
PTOV1	-0.137638648940358	9.26630780947959	-0.754442320908172	0.451183821294454	0.687900586634911	-6.04422990582501	53635
HERC3	-0.110598718282236	7.12096910268707	-0.754361980213601	0.451231974652074	0.687900586634911	-6.04428867394106	8916
DCAF6	-0.0743731801715479	9.63698240313945	-0.754179688920643	0.451341244414832	0.687986540612931	-6.04442199440284	55827
RLIG1	-0.104379635729098	8.64643758174489	-0.754091880733228	0.451393884112556	0.687986540612931	-6.04448620229872	91298
F2	0.105488500883454	5.61951094169728	0.753887627467257	0.451516344400493	0.688092755334039	-6.04463552940987	2147
GTF3A	-0.053805668179536	12.1945513395918	-0.753660244714548	0.451652694214409	0.688113608484974	-6.04480171881672	2971
CCL11	0.136790754851426	7.00435866158503	0.753588837310331	0.451695518413412	0.688113608484974	-6.04485389872608	6356
ZNF571	0.141464273160365	6.72783422617347	0.753506395881272	0.451744962769589	0.688113608484974	-6.04491413546182	51276
FNBP1L	0.0826524212128566	9.52996993373809	0.753455807656921	0.451775304647002	0.688113608484974	-6.04495109505385	54874
HES2	-0.146102324986915	5.89068236007823	-0.753424812715957	0.451793895409147	0.688113608484974	-6.04497373863572	54626
MFSD13A	-0.131514093625485	7.07239069269048	-0.753326411292505	0.451852919453187	0.688123127394313	-6.04504562037013	79847
ERCC3	0.0742487869464435	8.79930642004421	0.753060664528556	0.452012344009613	0.688259727565132	-6.0452397002854	2071
RCHY1	-0.0539312653774058	9.36506565827892	-0.753000925175756	0.45204818673731	0.688259727565132	-6.0452833196811	25898
PIK3CG	0.102036014911906	4.92609348764286	0.752686281514235	0.452236994926297	0.688299085856287	-6.0455130035911	5294
UBE2M	0.149556668855534	8.71023897324489	0.752670183462806	0.452246656086698	0.688299085856287	-6.04552475229246	9040
APEH	-0.108635765255991	9.09102345767347	-0.752625734168249	0.452273332704405	0.688299085856287	-6.04555719103618	327
PPP1R15A	0.053354569832712	9.1487495317721	0.752521180703202	0.452336084868771	0.688299085856287	-6.04563348580533	23645
VPS4B	0.0628602074295929	10.6002353386939	0.752487224754773	0.452356466024698	0.688299085856287	-6.04565826187355	9525
LOC100287387	-0.146506159867858	6.03382577179932	-0.752353477746842	0.452436749185615	0.688299085856287	-6.04575583998149	100287387
NME2	0.072211683205021	12.7867837091497	0.75222758364655	0.452512325941632	0.688299085856287	-6.04584767304089	4831
HERC2P3	-0.138644846668087	5.47543862904762	-0.752126032146417	0.452573294569092	0.688299085856287	-6.04592173831249	283755
TAF4B	0.0652292614219856	8.56568717034694	0.752124725173302	0.452574079268913	0.688299085856287	-6.04592269147144	6875
PARP11	-0.139113404165995	6.48298906923129	-0.752078364589253	0.452601914420723	0.688299085856287	-6.04595650059314	57097
MDM1	-0.0579228979594522	7.99217793371088	-0.75194643909021	0.452681128540244	0.688339269391982	-6.04605269779958	56890
MAGEB4	0.16796245297208	5.16115269684354	0.751802847582983	0.452767356410745	0.68839010730407	-6.04615738250077	4115
KRT2	-0.0952109564627612	8.61288323657483	-0.751428263634138	0.452992341004569	0.688651875289562	-6.04643037740304	3849
NR6A1	0.107402697827159	7.47788284963946	0.751115719381586	0.453180111529281	0.688857014948741	-6.04665805437648	2649
LPGAT1	-0.0740093160627613	9.80287631384694	-0.751006469782586	0.453245756983349	0.688876492051042	-6.04673761643129	9926
PPWD1	-0.0578203313672118	8.57108723856462	-0.750761434972405	0.45339301211863	0.689019986598464	-6.0469160234288	23398
LIF	0.145042046765842	6.57819916952041	0.750542523898338	0.453524590985646	0.689093389008527	-6.04707536099104	3976
TNNI1	0.065382223043895	4.11106994044898	0.750505228273284	0.453547010082919	0.689093389008527	-6.04710250253165	7135
ZNF780B	-0.188164395207988	5.63110042241156	-0.749862065025237	0.453933726387785	0.689600589347586	-6.04757034719244	163131
FCGR2B	-0.135964425278965	8.16218773903402	-0.749743816298127	0.4540048464171	0.689628284300159	-6.04765631925429	2213
PSG11	0.132072220278585	6.88999126974149	0.749520857624114	0.454138960830822	0.689683392535221	-6.04781838334643	5680
FST	-0.102414546026778	8.99935213164626	-0.749505328121976	0.454148302994916	0.689683392535221	-6.04782966963479	10468
CASP6	0.105618437623431	8.85594514463265	0.749346452906711	0.454243884647659	0.689683392535221	-6.04794512109437	839
RESF1	-0.0827759137200456	9.43608766110203	-0.749331798515276	0.454252701517944	0.689683392535221	-6.04795576892114	55196
CLDN5	-0.165169722564549	6.40138401391497	-0.749205915483607	0.454328443516024	0.68971807835667	-6.04804722652402	7122
RHOA	-0.0552340485264359	13.2337266515646	-0.748911821394558	0.45450542355314	0.689856791344207	-6.04826083459629	387
EVI2A	-0.117947997670825	9.42603761357482	-0.748878247121345	0.454525630373348	0.689856791344207	-6.04828521513835	2123
NGF	-0.117028452185926	6.0328171657415	-0.748555014876577	0.454720195113205	0.690071767234762	-6.04851988015355	4803
HPSE2	-0.0996026793972613	4.36000331567007	-0.748186843886896	0.454941867488255	0.690303732853438	-6.04878704754246	60495
TSR1	0.0702082371879041	9.46903731220749	0.748114648890211	0.454985342606256	0.690303732853438	-6.04883942129413	55720
IPO7	0.0607404270078357	10.6403229183537	0.748037385654191	0.455031872373288	0.690303732853438	-6.04889546621564	10527
TMX1	-0.0662961330546975	10.4227167251293	-0.747539325791065	0.455331880559457	0.690604163569006	-6.04925660865981	81542
CNTN1	-0.105172629913807	8.23874760945919	-0.747532756749623	0.455335838193323	0.690604163569006	-6.0492613702608	1272
PPCDC	0.118490842943933	7.6219496637483	0.746921977287972	0.455703897983236	0.690994787901291	-6.04970391456164	60490
CCDC93	0.0605639981675163	8.63203998354422	0.746903717982364	0.455714903752586	0.690994787901291	-6.04971713891535	54520
SLC13A4	-0.103347244391327	7.60005605993197	-0.74673936518931	0.455813973920365	0.690994787901291	-6.04983615739552	26266
RPS9	-0.0588266583758084	13.5483405485374	-0.746729737725072	0.455819777634042	0.690994787901291	-6.04984312845569	6203
RITA1	0.0937738449043743	7.67936922740136	0.746586676438145	0.455906024036028	0.690994787901291	-6.04994670581013	84934
NODAL	-0.115129233219019	7.54562420847618	-0.746575155698843	0.455912969868551	0.690994787901291	-6.04995504604447	4838
CCT8L2	0.119361871936782	5.66463865479252	0.746489937451296	0.455964349651254	0.690994787901291	-6.05001673429765	150160
AP1B1	0.0624337342114112	9.02224226228912	0.746274195657458	0.456094439319212	0.691111608864987	-6.05017287529474	162
EIF1AY	0.20019066306512	4.12168764852721	0.746162555452298	0.45616176523659	0.691133308961177	-6.05025365614158	9086
PLVAP	-0.109872120333587	8.36794362401701	-0.745953676610808	0.456287747124575	0.691224174686027	-6.05040476478516	83483
ADPRH	0.07882477695116	5.78777992728232	0.745723217231779	0.456426767776395	0.691224174686027	-6.05057143647842	141
TLE6	-0.0946270057987825	7.17205316341837	-0.74570504826933	0.456437728907815	0.691224174686027	-6.05058457436402	79816
RAP1GAP	0.0782107519726131	9.21640499133334	0.745623903023761	0.456486684740497	0.691224174686027	-6.05064324619182	5909
CDC37L1	0.0607087946308101	8.47321850694558	0.745623714142952	0.456486798697859	0.691224174686027	-6.05064338275411	55664
GALR3	0.0950287866246481	7.31100873590816	0.745172517828195	0.456759064613482	0.691518846563621	-6.05096950281944	8484
DYNC1LI2	0.0910676761629516	9.85857020828571	0.745125452938382	0.456787470316164	0.691518846563621	-6.05100350951302	1783
TRPM2	-0.0797393434802586	8.85324335068708	-0.744980913193042	0.456874712559282	0.691570626545215	-6.0511079332	7226
ZNF277	0.0764108989803727	8.72933384591497	0.744718844259154	0.457032917831819	0.691674153084272	-6.05129721515581	11179
RPH3A	0.086584336905135	7.55295825968707	0.744691877569668	0.457049198786263	0.691674153084272	-6.05131668835749	22895
MC1R	-0.0681409926156712	8.53789313479252	-0.744460051488529	0.457189175704885	0.691757176975792	-6.05148406576807	4157
CSPP1	-0.08179730695116	9.04506490617347	-0.744425291788913	0.457210165747172	0.691757176975792	-6.05150915764294	79848
PDCD11	0.060521920580601	9.45564664456462	0.743922164756222	0.457514045675692	0.692136633201687	-6.05187221766511	22984
RTRAF	-0.0455063685553442	12.4655672553061	-0.743806858546097	0.457583704658567	0.692161708241654	-6.05195538900102	51637
HECTD3	-0.0631478474359832	9.14926075581633	-0.743650708049799	0.457678048098988	0.692224111954844	-6.05206800119068	79654
GYPB	-0.064027502319437	8.39068625119388	-0.743520157288784	0.457756933041937	0.692263123397566	-6.0521621333558	2994
SLC24A2	-0.07630982841841	8.1836406932449	-0.743304185379344	0.457887450319332	0.692348748978332	-6.05231782133857	25769
HAO2	-0.0795794190964624	8.22413196222108	-0.743224464207008	0.457935633139479	0.692348748978332	-6.05237527867028	51179
SLAMF1	-0.0758482471578546	8.07776489612925	-0.743162894026886	0.457972847606267	0.692348748978332	-6.05241964986056	6504
SP1	-0.142866695041004	6.94311833016327	-0.742749450590798	0.458222786727826	0.692646292156749	-6.05271750731782	6667
MORC1	0.171737529611944	3.99244079591496	0.742420044814569	0.458421977559276	0.692867064494656	-6.05295470325759	27136
UBXN1	0.0457708701547358	10.119910181068	0.742142789991582	0.458589670660432	0.693028270335764	-6.05315426550883	51035
NFRKB	0.0921725925987828	8.53458326364966	0.74192721023071	0.458720084480707	0.693028270335764	-6.05330938401935	4798
TNFAIP6	0.135755421763788	8.37360811649321	0.741892051142485	0.45874135576418	0.693028270335764	-6.05333467817247	7130
BRD2	-0.046397743640928	11.4734627183673	-0.741878728517292	0.458749416110899	0.693028270335764	-6.05334426242428	6046
MMP26	-0.0964620300572079	7.44694059368027	-0.741804398139663	0.458794388337934	0.693028270335764	-6.05339773230124	56547
SLC39A8	0.12118432711297	8.90019862827211	0.741154842163446	0.459187495895498	0.693541730450758	-6.05386476608447	64116
APIP	0.0884873354075315	9.34839020541496	0.741020275018881	0.459268958869516	0.693584428387725	-6.05396146952673	51074
ANKEF1	-0.148124323494713	6.57331883801361	-0.740840993752036	0.459377503092453	0.693668009591488	-6.05409027852109	63926
ZNF322	-0.0734898608172688	7.93415616811225	-0.740638654295632	0.459500025032594	0.693772675590551	-6.05423561693828	79692
RNF19A	0.126389600608901	7.88645451872109	0.740389415814673	0.459650970861823	0.693920227980469	-6.0544145880965	25897
ARHGAP35	-0.0463002187231648	8.73284399392517	-0.739919905307217	0.459935395398989	0.694269231373862	-6.05475156742264	2909
NTRK2	-0.0649037303892734	8.6031826470102	-0.739609958668752	0.460123212057707	0.694421266420138	-6.0549739071179	4915
NFATC3	-0.0495910201799922	8.3102249219864	-0.739577919395361	0.460142629179384	0.694421266420138	-6.05499688514407	4775
RPA2	0.0487177903991631	10.3452860695544	0.738561640904937	0.460758774958506	0.695187197309012	-6.05572522834091	6118
RAB1A	0.0480413005971854	12.8994809366327	0.738440056248034	0.460832519919026	0.695187197309012	-6.05581229841883	5861
CEP70	0.0573588854524913	8.67737483150681	0.738419392200111	0.460845053980481	0.695187197309012	-6.05582709508551	80321
IDH3G	0.0590825914464814	9.87253555686394	0.738288330127188	0.460924555937048	0.695187197309012	-6.05592093358878	3421
LYPD1	-0.144889446840243	6.08519331148639	-0.738180222222404	0.460990139746176	0.695187197309012	-6.0559983247587	116372
RBM17	0.119002810878661	6.56557014072789	0.738140017811044	0.461014531144872	0.695187197309012	-6.05602710299724	84991
KRT8P12	0.122049425620464	7.36424424635714	0.738125452320598	0.461023367983053	0.695187197309012	-6.05603752856129	90133
RLN1	-0.0611505035570939	7.49968621728571	-0.737969322774542	0.461118097273967	0.695249638107684	-6.05614926878012	6013
BST1	-0.135457552449753	5.44095012162585	-0.737598072438863	0.461343391820226	0.695508901138158	-6.05641487403994	683
CAPNS1	-0.0525427977710154	11.9563180419048	-0.737304029792105	0.461521876470445	0.695627632641302	-6.05662514777345	826
MIR9-1HG	-0.105039709226778	8.64851202268708	-0.737292545800545	0.46152884806963	0.695627632641302	-6.05663335843091	10485
MIER2	-0.0508200234416127	8.67521533738096	-0.736946564153397	0.461738911241574	0.695863807637412	-6.05688066362468	54531
DNAJC17	-0.127217457886649	6.92135399322449	-0.736607919886383	0.461944571469099	0.696074387790125	-6.05712261212578	55192
EIF4A2	0.0538275323735263	13.361529415	0.736540685551408	0.461985409305602	0.696074387790125	-6.05717063533003	1974
COMMD4	-0.0656813614097374	9.5825837980034	-0.736340700663019	0.462106891210906	0.696176979144888	-6.05731345193779	54939
RAB8A	0.0598965780174971	10.8853103994014	0.736173213367732	0.462208646064153	0.696249830872284	-6.05743303108313	4218
ATP12A	-0.104456926961658	7.96664596186054	-0.736004715218409	0.462311027729876	0.696323609861367	-6.05755330459173	479
ZNF213-AS1	-0.15937389531008	5.57827842778572	-0.735621700028159	0.462543800045376	0.696429201077557	-6.0578265977309	100507458
LCAT	0.0885581640753897	5.20326001393538	0.735609665086064	0.462551115183738	0.696429201077557	-6.05783518273637	3931
NCR1	0.105278080678052	6.61679168694219	0.735579300920749	0.462569571569982	0.696429201077557	-6.05785684208787	9437
ZNF717	-0.131774089962419	7.58606326696599	-0.735537832759505	0.462594778014627	0.696429201077557	-6.05788642069747	100131827
ISG15	0.171386935217117	11.3893131533776	0.735209357385593	0.462794469157426	0.696649397753831	-6.05812065849572	9636
TRIP11	-0.0636563755795358	8.15846350518027	-0.734970743208926	0.462939560970591	0.696787364134311	-6.05829075036239	9321
RAPGEFL1	0.127071527564397	4.76984634668028	0.73485326497756	0.463011004185121	0.696814460245822	-6.05837447242073	51195
PALMD	0.152397044619095	8.05123265553061	0.734223325414102	0.463394201008555	0.697310673623837	-6.05882317783923	54873
POT1	-0.0576958210944083	9.17706099382993	-0.734126273888072	0.463453253944677	0.697319060487497	-6.05889227347792	25913
ZNF557	0.167946032260935	6.08450129470748	0.733948662295342	0.463561336172437	0.697325450107274	-6.05901870012949	79230
